id,billed_quantity,bol_date,bol_number,buyer_name,consignor_name,diverted,destination_state
863,126,5/11/2014,79364,Nlounge,Vinte,false,California
864,865,9/2/2014,51110,Meedoo,Kwideo,true,Illinois
865,144,6/28/2014,6920,Dablist,Vinte,true,Ohio
866,230,4/19/2014,66478,Ainyx,Browsebug,false,Ohio
867,745,10/6/2014,40037,Kazu,Youtags,false,Ohio
868,812,5/16/2014,18544,Thoughtstorm,Gigashots,false,Ohio
869,442,11/26/2013,45582,Innojam,Gigabox,true,Massachusetts
870,644,6/21/2014,77255,Meembee,Trilith,true,Oklahoma
871,653,9/8/2014,80376,Ozu,Cogidoo,false,Pennsylvania
872,389,6/7/2014,6331,Cogidoo,Buzzshare,true,Texas
873,126,4/22/2014,43955,Oba,Yodel,true,New Jersey
874,305,5/12/2014,4863,Aimbo,Meedoo,true,Massachusetts
875,722,2/28/2014,27971,Yakijo,Devpulse,false,Connecticut
876,762,1/21/2014,17687,Blogtags,Trudoo,true,California
877,426,12/8/2013,18748,Topiczoom,Camimbo,false,New Jersey
878,859,8/25/2014,83010,Topicshots,Miboo,false,Massachusetts
879,399,1/11/2014,34757,Jabberstorm,Dazzlesphere,false,Minnesota
880,710,11/27/2013,25802,Wikibox,Gabvine,true,New Jersey
881,676,12/27/2013,76665,Flipbug,Shufflebeat,false,Michigan
882,136,2/24/2014,78197,Reallinks,Kwideo,true,Virginia
883,937,10/6/2014,71690,Oyondu,Kwilith,false,New Jersey
884,149,9/1/2014,81027,Cogilith,Mynte,true,New Jersey
885,939,4/8/2014,58216,Yombu,Flipbug,true,Texas
886,789,11/16/2013,17705,Snaptags,Skalith,false,Oklahoma
887,610,3/14/2014,99575,Babbleopia,Divavu,false,New York
888,771,6/14/2014,17996,Aimbo,Thoughtstorm,true,Florida
889,106,5/3/2014,31705,Jaloo,Twinder,true,New Hampshire
890,41,2/18/2014,59468,Tekfly,Mycat,true,Illinois
891,316,1/31/2014,56885,Minyx,Devshare,false,California
892,584,8/9/2014,6331,Kare,Oozz,true,Ohio
893,546,10/26/2013,51650,Eabox,Youopia,true,Ohio
894,214,5/30/2014,35970,Feedspan,Vitz,false,Ohio
895,122,7/27/2014,91237,Geba,Edgepulse,false,North Carolina
896,901,3/1/2014,46519,Rhycero,Aibox,true,Massachusetts
897,32,5/19/2014,68448,Brainbox,Realpoint,false,Texas
898,369,5/28/2014,40450,Realbridge,Zoonoodle,false,Minnesota
899,591,9/27/2014,41620,Photobean,Fivechat,true,Florida
900,362,4/9/2014,29108,Kanoodle,Leexo,true,Connecticut
901,727,11/16/2013,195,Browsedrive,Voomm,false,Illinois
902,255,4/18/2014,75886,Camido,Vinder,true,Massachusetts
903,110,7/22/2014,89687,Wikivu,Avamm,false,Massachusetts
904,621,3/15/2014,92414,Blogpad,Dabvine,false,Minnesota
905,522,4/22/2014,81578,Thoughtstorm,Gabtune,true,Florida
906,974,1/11/2014,97840,Avavee,Flashpoint,true,New York
907,964,5/5/2014,41238,Edgetag,Roodel,true,Arkansas
908,155,2/15/2014,39200,Thoughtsphere,Feedmix,false,Massachusetts
909,258,5/18/2014,99268,Aimbu,Edgetag,true,California
910,554,7/15/2014,38710,Flipopia,Meemm,false,Ohio
911,625,11/7/2013,92483,Gigabox,Jazzy,true,New York
912,813,8/16/2014,7816,Kazio,Skynoodle,true,California
913,562,4/4/2014,36489,Realbuzz,Zooveo,false,Pennsylvania
914,812,1/6/2014,16775,Realbuzz,Mydo,true,Virginia
915,957,6/25/2014,41737,Fanoodle,Linktype,false,Florida
916,412,3/31/2014,86344,Realbuzz,Realcube,true,North Carolina
917,628,1/16/2014,36822,Jabbersphere,Twimm,true,Virginia
918,591,2/15/2014,88475,Kimia,Myworks,true,Minnesota
919,975,7/29/2014,22512,Minyx,Rooxo,false,Florida
920,793,12/13/2013,56875,Abatz,Jaxnation,false,Michigan
921,818,5/11/2014,78338,Edgeblab,Agimba,false,New York
922,174,7/22/2014,62466,Digitube,Skyndu,true,California
923,860,1/21/2014,62079,Zoomzone,Jaxspan,false,Arkansas
924,211,3/12/2014,17303,Rhycero,Voonte,true,New York
925,517,4/4/2014,38991,Voonix,Browsezoom,true,Massachusetts
926,120,7/18/2014,37159,Aimbu,Thoughtbeat,false,California
927,181,10/1/2014,31020,Oba,Babbleblab,false,North Carolina
928,478,3/26/2014,50618,Vinder,Gabcube,false,California
929,64,6/21/2014,33440,Devpulse,Oyoba,false,Texas
930,989,10/2/2014,38199,Devpoint,LiveZ,true,California
931,824,9/6/2014,41616,Voolith,Kwinu,false,Connecticut
932,534,3/17/2014,31617,Flashset,Fatz,true,California
933,103,5/29/2014,40624,Aibox,Tavu,false,Connecticut
934,238,10/22/2013,42357,Linkbuzz,Voolia,false,New Jersey
935,797,7/18/2014,90596,Teklist,Ainyx,false,North Carolina
936,211,4/16/2014,79187,Jayo,Divanoodle,false,Michigan
937,227,6/10/2014,75253,Voolith,Eadel,false,Indiana
938,889,4/19/2014,54190,Oodoo,Buzzdog,false,Florida
939,744,9/27/2014,61065,Mudo,Jabbersphere,true,California
940,973,9/5/2014,94746,Vinte,Youtags,false,Texas
941,988,10/28/2013,68034,Jaxnation,Talane,false,Florida
942,703,12/3/2013,17452,Ntags,Youfeed,false,Texas
943,235,4/21/2014,99401,Jabbertype,Layo,false,Minnesota
944,944,3/29/2014,2395,Feedfire,Oozz,true,Virginia
945,77,12/31/2013,68757,Babbleblab,Npath,true,Ohio
946,417,4/14/2014,27137,Tazzy,Skalith,true,Texas
947,116,9/18/2014,33092,Quinu,Nlounge,false,New York
948,854,6/29/2014,14043,Wikizz,Innojam,true,Alabama
949,363,10/1/2014,27359,Jaxbean,DabZ,true,North Dakota
950,369,5/3/2014,6974,Photobean,Npath,true,Arkansas
951,297,2/6/2014,60382,Divanoodle,Leenti,true,Ohio
952,396,9/21/2014,11399,Skinder,Kazio,true,Illinois
953,970,1/13/2014,22385,Wikibox,Kazio,true,Massachusetts
954,179,4/2/2014,37486,Photospace,Oyoba,true,North Carolina
955,908,5/14/2014,46126,Oyoyo,Riffpath,false,Indiana
956,724,7/25/2014,73609,Zoonoodle,Yadel,false,Florida
957,956,12/21/2013,2747,Thoughtstorm,Dynabox,true,New York
958,906,12/12/2013,9968,Brightdog,Dynazzy,true,California
959,489,2/5/2014,20390,Quinu,Mudo,false,Connecticut
960,334,11/23/2013,63181,Blogpad,Dablist,true,New Jersey
961,464,6/2/2014,71492,Ntags,Feedfish,false,Virginia
962,128,3/8/2014,39956,Twitterbeat,Skimia,false,
963,886,4/1/2014,91868,Yotz,Ntag,false,Colorado
964,576,7/8/2014,36089,Zoomlounge,Zoomzone,false,Oklahoma
965,254,11/26/2013,53991,Centidel,Blogspan,false,Pennsylvania
966,981,2/10/2014,5875,Skajo,Pixoboo,true,Alabama
967,282,8/11/2014,54610,Blogtag,Thoughtworks,false,California
968,902,10/22/2013,47707,Zoovu,Realbuzz,false,Maine
969,464,10/25/2013,43971,Dynava,Kazu,true,Alabama
970,182,6/10/2014,56847,Dynabox,Dynazzy,true,North Carolina
971,184,3/12/2014,19217,Dablist,Jabberstorm,true,Illinois
972,166,8/28/2014,55587,Skipstorm,Ntag,false,Minnesota
973,705,6/4/2014,60069,Browsetype,Babbleset,true,Texas
974,614,8/18/2014,21882,Babblestorm,Trilith,false,Texas
975,197,10/5/2014,75183,Ntags,Oyoloo,true,New York
976,601,9/27/2014,64449,Quatz,Omba,true,Arkansas
977,842,5/22/2014,56007,Gabtype,Browsetype,false,California
978,870,5/26/2014,9723,Brainsphere,Janyx,false,California
979,133,12/10/2013,92891,Zoomcast,Tagcat,false,New Hampshire
980,959,11/18/2013,12618,Avamm,Youbridge,true,New Jersey
981,549,5/8/2014,22322,Myworks,Feedfire,false,North Carolina
982,175,2/14/2014,27773,Aimbu,Aimbu,true,Texas
983,763,9/8/2014,66769,Plajo,Linkbuzz,false,Michigan
984,866,10/16/2013,90526,Fadeo,Kanoodle,true,Ohio
985,53,10/4/2014,5540,Skippad,Meeveo,false,Texas
986,162,3/28/2014,36091,Lazz,Agimba,false,Oklahoma
987,862,11/15/2013,81754,Npath,Fatz,true,Virginia
988,302,4/30/2014,83923,Bubblemix,Bubbletube,true,California
989,55,10/5/2014,96497,Zoomdog,Realbuzz,true,Minnesota
990,984,1/9/2014,78656,Gigaclub,Thoughtbridge,false,Ohio
991,486,4/30/2014,69188,Ntags,Janyx,false,Ohio
992,117,4/20/2014,75454,Quire,Wikizz,true,Alabama
993,31,1/14/2014,24054,Youtags,Vidoo,false,Illinois
994,661,9/30/2014,90605,Tagpad,Minyx,false,California
995,37,12/18/2013,89973,Zoomdog,Omba,false,Virginia
996,789,6/9/2014,98474,Ailane,Roodel,true,Texas
997,856,4/6/2014,27264,Brightdog,Photobean,true,Connecticut
998,851,11/9/2013,19190,Avamm,Rhynyx,false,Arkansas
999,222,8/26/2014,39904,Camimbo,Voonte,true,New Jersey
1000,867,8/24/2014,15103,Browsedrive,Rhycero,false,Pennsylvania
